"numbers","solutions","solvable","amt","solved_rate","mean_time","std_time"
"[4,6,8,13]","['(13-6-4)×8']",true,12.14,0.804,11.21,5.26
"[4,6,9,9]","['6×4+9-9']",true,5.81,0.965,6.23,2.29
"[4,6,9,10]","['(10-9)×6×4','10×6/4+9','10×6-9×4','(10×9+6)/4']",true,7.05,0.94,7.55,3.25
"[4,6,9,12]","['(12+4)×9/6','(12-4)×(9-6)','(9-6)×4+12']",true,14.9,0.772,12.82,6.98
"[4,6,9,13]","['13+9+6-4']",true,12.94,0.856,12.87,5.31
"[4,6,10,10]","['6×4+10-10','10×4-10-6','(10-4)×(10-6)']",true,5.99,0.9670000000000001,6.38,2.37
"[4,6,10,11]","['(11-10)×6×4']",true,5.94,0.946,6.34,2.41
"[4,6,10,12]","['12+10+6-4','(10-4)×6-12','12×10/4-6','12×10/6+4']",true,8.85,0.9390000000000001,9.4,4.05
"[4,6,11,11]","['6×4+11-11','11+11+6-4']",true,5.04,0.9890000000000001,5.42,1.73
"[4,6,11,12]","['(12-11)×6×4']",true,6.6,0.929,7.03,2.97
"[4,6,12,12]","['(12-6-4)×12','6×4+12-12','12×6-12×4','(4-12/6)×12']",true,6.64,0.97,7.12,2.47
"[4,6,12,13]","['(13-12)×6×4']",true,6.4,0.938,6.88,2.91
"[4,6,13,13]","['6×4+13-13','13+13+4-6']",true,5.26,0.988,5.67,1.8
"[4,7,7,7]","['(7-7/7)×4']",true,6.86,0.888,7.08,3.04
"[4,7,7,8]","['(7+7-8)×4','(4-7/7)×8']",true,6.09,0.9390000000000001,6.59,2.54
"[4,7,7,11]","['7×4+7-11','(11-7)×7-4']",true,9.65,0.8740000000000001,9.82,4.73
"[4,7,8,8]","['(7+4-8)×8','8×7-8×4','(7-8/8)×4']",true,6.99,0.943,7.41,2.6
"[4,7,8,9]","['9×8/(7-4)','(8+4)×(9-7)','(8+7-9)×4']",true,8.55,0.919,8.93,3.78
"[4,7,8,10]","['8×7/4+10']",true,27.29,0.623,19.27,9.38
"[4,7,8,11]","['(11-7)×4+8']",true,17.22,0.68,11.36,7
"[4,7,8,12]","['7×4+8-12','(12-8)×7-4']",true,15.82,0.792,14.42,6.97
"[4,7,8,13]","['13+8+7-4','(13-7)×(8-4)']",true,9.72,0.909,10.22,4.41
"[4,7,9,9]","['(7-9/9)×4']",true,7.55,0.866,7.68,3.24
"[4,7,9,10]","['10×4-9-7','(9+7-10)×4','(9-7)×10+4']",true,7.81,0.909,8.35,3.71
"[4,7,9,11]","['(7-4)×11-9','(9-4)×7-11']",true,37.33,0.523,23.35,11.52
"[4,7,9,12]","['(7+4-9)×12','12+9+7-4','12×4/(9-7)']",true,8.23,0.9470000000000001,8.7,3.31
"[4,7,9,13]","['7×4+9-13','(13-9)×7-4']",true,10.5,0.845,10.62,5.92
"[4,7,10,10]","['(7-10/10)×4']",true,9.17,0.8390000000000001,8.92,4.21
"[4,7,10,11]","['11+10+7-4','(10-4)×(11-7)','(10+7-11)×4']",true,6.96,0.971,7.55,2.81
"[4,7,10,12]","['(10+4)×12/7','(12-4)×(10-7)','(10-7)×4+12']",true,13.36,0.792,11.83,5.79
"[4,7,11,11]","['(7-11/11)×4']",true,7.41,0.8640000000000001,7.6,3.55
"[4,7,11,12]","['(11+7-12)×4']",true,9.81,0.862,9.9,4.91
"[4,7,11,13]","['11×4-13-7']",true,61.48,0.377,31.97,16.68
"[4,7,12,12]","['(7-4)×12-12','(12×7+12)/4','(7-12/12)×4']",true,6.36,0.885,6.73,3
"[4,7,12,13]","['(13-7-4)×12','(12+7-13)×4']",true,7.32,0.922,7.86,3.4
"[4,7,13,13]","['(7-13/13)×4']",true,6.96,0.878,7.25,3.09
"[4,8,8,8]","['(8-4)×8-8','8×8/4+8','(4-8/8)×8']",true,6.87,0.945,7.27,2.8
"[4,8,8,9]","['(8+4-9)×8']",true,8.23,0.925,8.52,3.2
"[4,8,8,10]","['(8+4)×(10-8)','10×4-8-8','8×8-10×4','(8+8-10)×4']",true,12.11,0.858,11.92,5.58
"[4,8,8,11]","['(11×8+8)/4']",true,94.44,0.298,24.47,14.91
"[4,8,8,12]","['12+8+8-4','12×8/(8-4)','(12-8)×4+8']",true,9.06,0.9440000000000001,9.57,3.94
"[4,8,8,13]","['(13×8-8)/4']",true,88.2,0.297,25.3,14.96
"[4,8,9,9]","['(4-9/9)×8']",true,6.38,0.907,6.59,2.38
"[4,8,9,10]","['(9+4-10)×8']",true,8.16,0.8909999999999999,8.37,3.48
"[4,8,9,11]","['(8+4)×(11-9)','11+9+8-4','(9+8-11)×4']",true,8.9,0.929,9.39,3.94
"[4,8,9,12]","['9×8×4/12','(8-4)×9-12','9×8-12×4']",true,19.77,0.727,16.96,7.19
"[4,8,9,13]","['8/4+13+9','(13-9)×4+8']",true,12.37,0.82,11.39,6.29
"[4,8,10,10]","['10+10+8-4','(10-8)×10+4','(4-10/10)×8']",true,5.97,0.973,6.38,2.15
"[4,8,10,11]","['(10+4-11)×8']",true,7.79,0.9079999999999999,8.12,3.49
"[4,8,10,12]","['(8+4)×(12-10)','(8+4-10)×12','8/4+12+10','(10-4)×(12-8)','12×4/(10-8)','(10+8-12)×4']",true,7.27,0.958,7.82,2.92
"[4,8,11,11]","['8/4+11+11','(4-11/11)×8']",true,5.77,0.953,6.09,2
"[4,8,11,12]","['(11+4-12)×8','11×4-12-8','(12-4)×(11-8)','(11-8)×4+12']",true,7.2,0.93,7.8,3.23
"[4,8,11,13]","['(8+4)×(13-11)','(11+8-13)×4']",true,11.65,0.825,10.89,5.3
"[4,8,12,12]","['(12+4)×12/8','(4-12/12)×8']",true,12.93,0.857,12.33,5.97
"[4,8,12,13]","['(12+4-13)×8','12/4+13+8']",true,7.67,0.919,8.32,3.73
"[4,8,13,13]","['13+13-8/4','(4-13/13)×8']",true,6.05,0.946,6.31,1.96
"[4,9,9,10]","['10+9+9-4']",true,10.03,0.899,10.28,4.17
"[4,9,9,12]","['(9+9-12)×4','(4-12/9)×9']",true,17.15,0.711,13.83,6.78
"[4,9,10,11]","['(11-9)×10+4']",true,12.76,0.767,10.96,5.86
"[4,9,10,12]","['12×10/(9-4)']",true,26.14,0.622,17.69,9.53
"[4,9,10,13]","['(10-4)×(13-9)','(10+9-13)×4']",true,11.4,0.8240000000000001,10.89,4.85
"[4,9,11,11]","['11×4-11-9']",true,46.63,0.445,26.12,14.27
"[4,9,11,12]","['(9+4-11)×12','12×11/4-9','12×4/(11-9)']",true,10.25,0.887,10.39,4.31
"[4,9,12,12]","['(12-4)×(12-9)','12/4+12+9','(12×9-12)/4','(12-9)×4+12']",true,10.05,0.8959999999999999,10.47,4.48
"[4,10,10,11]","['11×4-10-10']",true,29.05,0.546,19.85,9.39
"[4,10,10,12]","['(12-10)×10+4']",true,13.97,0.778,12.43,6.44
"[4,10,11,12]","['12/4+11+10']",true,25.19,0.631,17.86,9.14
"[4,10,11,13]","['(13-11)×10+4']",true,12.95,0.7559999999999999,10.92,5.88
"[4,10,12,12]","['(10+4-12)×12','12×12/(10-4)','12×4/(12-10)']",true,8.21,0.922,8.68,3.5
"[4,10,12,13]","['(12-4)×(13-10)','(13-10)×4+12']",true,11.42,0.815,10.62,5.63
"[4,11,12,13]","['(11+4-13)×12','12×4-13-11','12×4/(13-11)']",true,9.01,0.9129999999999999,9.39,3.91
"[4,12,12,12]","['12×4-12-12','12×12/4-12']",true,9.13,0.865,9.45,4.85
"[5,5,5,5]","['5×5-5/5']",true,6.03,0.9520000000000001,6.48,2.23
"[5,5,5,6]","['5×5+5-6','(5-5/5)×6']",true,6.23,0.9640000000000001,6.68,2.33
"[5,5,5,9]","['9+5+5+5']",true,10.32,0.875,10.07,4.21
"[5,5,5,12]","['(5+5)×12/5']",true,15.8,0.6729999999999999,10.54,6.47
"[5,5,6,6]","['(5+5-6)×6','5×5-6/6','(6-6/5)×5']",true,7.14,0.9309999999999999,7.63,2.91
"[5,5,6,7]","['5×5+6-7','7×5-6-5']",true,9.07,0.91,9.51,4.08
"[5,5,6,8]","['8+6+5+5']",true,16.86,0.7859999999999999,15.19,6.67
"[5,5,6,11]","['6×5+5-11','(11-5)×5-6']",true,10.3,0.872,10.3,4.72
"[5,5,7,7]","['7+7+5+5','7×7-5×5','5×5-7/7','(7+5)×(7-5)']",true,5.66,0.9790000000000001,6.01,1.93
"[5,5,7,8]","['(5+5-7)×8','5×5+7-8']",true,7.32,0.927,7.81,3.01
"[5,5,7,10]","['(7+5)×10/5']",true,13.71,0.742,11.78,5.2
"[5,5,7,11]","['(7-11/5)×5']",true,93.75,0.266,27.68,14.77
"[5,5,8,8]","['5×5-8/8']",true,8.56,0.848,8.58,4
"[5,5,8,9]","['5×5+8-9','(8-5)×5+9']",true,8.37,0.899,8.84,4
"[5,5,8,10]","['(10+5)×8/5','(5-10/5)×8']",true,10.5,0.81,9.9,4.07
"[5,5,8,11]","['8×5-11-5']",true,39.63,0.46799999999999997,25.02,11.4
"[5,5,8,12]","['(5+5-8)×12']",true,12.1,0.794,11.1,5.12
"[5,5,8,13]","['(13-5-5)×8','(13-5)×(8-5)']",true,11.44,0.8079999999999999,10.88,4.63
"[5,5,9,9]","['5×5-9/9']",true,7.46,0.852,7.73,3.52
"[5,5,9,10]","['5×5+9-10']",true,8.87,0.866,9.23,4.43
"[5,5,9,11]","['(11-5)×(9-5)']",true,14.95,0.716,12.54,5.4
"[5,5,10,10]","['5×5-10/10']",true,6.99,0.868,7.34,3.24
"[5,5,10,11]","['5×5+10-11']",true,7.66,0.873,8,3.72
"[5,5,10,13]","['5/5+13+10','(5-13/5)×10']",true,7.19,0.9,7.6,3.43
"[5,5,11,11]","['5×5-11/11']",true,7.21,0.858,7.47,3.47
"[5,5,11,12]","['5×5+11-12','5/5+12+11','(12-5)×5-11']",true,5.53,0.9640000000000001,5.89,1.9
"[5,5,11,13]","['13+11+5-5']",true,6.22,0.963,6.88,2.62
"[5,5,12,12]","['(12-5-5)×12','5×5-12/12','12+12+5-5']",true,5.44,0.988,5.81,1.74
"[5,5,12,13]","['5×5+12-13','13+12-5/5']",true,6.18,0.956,6.66,2.16
"[5,5,13,13]","['5×5-13/13']",true,7.22,0.8540000000000001,7.42,3.23
"[5,6,6,6]","['(5-6/6)×6']",true,7.93,0.875,8.13,3.62
"[5,6,6,7]","['7+6+6+5','(6+5-7)×6','6×6-7-5','(6+6)×(7-5)']",true,6.71,0.978,7.16,2.42
"[5,6,6,8]","['(8-5)×6+6']",true,11.39,0.812,10.82,6.07
"[5,6,6,9]","['9×6-6×5']",true,26.19,0.595,14.88,9.1
"[5,6,6,10]","['(10-5)×6-6','(6+6)×10/5','(6-10/5)×6']",true,9.09,0.89,9.28,3.96
"[5,6,6,12]","['6×5+6-12','12×5-6×6','(12-6)×5-6']",true,15.07,0.8079999999999999,13.93,6.33
"[5,6,7,7]","['(5-7/7)×6']",true,6.82,0.8740000000000001,6.95,2.8
"[5,6,7,8]","['(7+5)×(8-6)','(7+5-8)×6','8×6/(7-5)']",true,7.87,0.938,8.33,3.14
"[5,6,7,9]","['(7-5)×9+6']",true,27.1,0.6,16.58,9.35
"[5,6,7,12]","['(7+5)×12/6','(7-5)×6+12']",true,9.5,0.846,9.49,4.46
"[5,6,7,13]","['6×5+7-13','(13+7)×6/5','7×6-13-5','(13-7)×5-6']",true,10.72,0.862,10.82,5.55
"[5,6,8,8]","['(6+5-8)×8','(5-8/8)×6']",true,7.42,0.924,7.86,3.05
"[5,6,8,9]","['(8+5-9)×6','(9+6)×8/5']",true,9.73,0.899,10.01,4.44
"[5,6,8,10]","['8×6×5/10','8×5-10-6','(8-5)×10-6']",true,10.52,0.871,10.63,4.62
"[5,6,8,12]","['(12+8)×6/5','12×6/(8-5)','(5-12/6)×8']",true,10.47,0.877,10.44,4.12
"[5,6,8,13]","['(13+5)×8/6']",true,70.59,0.361,23.49,12.21
"[5,6,9,9]","['(9-6)×5+9','(5-9/9)×6']",true,7.01,0.9079999999999999,7.33,2.8
"[5,6,9,10]","['(9+5-10)×6','10×9/5+6']",true,8.36,0.9079999999999999,8.87,3.84
"[5,6,9,11]","['(11+9)×6/5','(11+5)×9/6']",true,75.91,0.33399999999999996,27.08,15.22
"[5,6,9,12]","['(6+5-9)×12','(12-6)×(9-5)']",true,9.98,0.873,10.09,4.43
"[5,6,9,13]","['(13-5)×(9-6)']",true,16.49,0.69,12.61,6.14
"[5,6,10,10]","['(10+10)×6/5','(5-10/10)×6']",true,7.91,0.867,8.17,3.91
"[5,6,10,11]","['(10+5-11)×6','(11-5)×(10-6)']",true,7.91,0.905,8.27,3.58
"[5,6,10,12]","['10×6/5+12','(6-12/10)×5']",true,13.42,0.758,11.43,5.76
"[5,6,10,13]","['13+10+6-5']",true,8.63,0.912,9.35,4.41
"[5,6,11,11]","['(5-11/11)×6']",true,7.19,0.871,7.44,3.33
"[5,6,11,12]","['12+11+6-5','(11+5-12)×6','(11-5)×6-12']",true,5.9,0.972,6.38,2.24
"[5,6,11,13]","['(13+11)×(6-5)','(13-6)×5-11']",true,7.42,0.914,7.91,3.42
"[5,6,12,12]","['(12+12)×(6-5)','(5-12/12)×6']",true,5.42,0.972,5.8,1.81
"[5,6,12,13]","['(13-6-5)×12','13+12+5-6','(12+5-13)×6']",true,6.1,0.975,6.51,2.17
"[5,6,13,13]","['(5-13/13)×6']",true,6.97,0.872,7.07,2.8
"[5,7,7,9]","['(7+5)×(9-7)']",true,13.42,0.74,11.42,5.28
"[5,7,7,10]","['(7-5)×7+10']",true,18.06,0.6779999999999999,13.76,6.9
"[5,7,7,11]","['(5-11/7)×7']",true,90.39,0.275,26.22,13.42
"[5,7,8,8]","['(7-5)×8+8','(8+7)×8/5']",true,9,0.826,8.73,4.81
"[5,7,8,9]","['(7+5-9)×8','8×5-9-7']",true,9.45,0.8859999999999999,9.68,4.27
"[5,7,8,10]","['(7+5)×(10-8)']",true,15.88,0.705,12.62,6.02
"[5,7,9,10]","['(10-7)×5+9']",true,25.19,0.615,16.65,9.31
"[5,7,9,11]","['(7+5)×(11-9)']",true,14.62,0.706,11.21,5.92
"[5,7,9,12]","['(9+5)×12/7']",true,59.78,0.396,18.45,11.83
"[5,7,9,13]","['13+9+7-5','(13-7)×(9-5)']",true,9.95,0.9109999999999999,10.37,4.02
"[5,7,10,10]","['10×7/5+10']",true,13.65,0.772,12.45,5.53
"[5,7,10,11]","['(10-5)×7-11']",true,64.03,0.36200000000000004,25.09,14.01
"[5,7,10,12]","['(7+5)×(12-10)','(7+5-10)×12','12+10+7-5']",true,6.76,0.968,7.25,2.52
"[5,7,10,13]","['(13-5)×(10-7)']",true,23.22,0.616,16.85,7.67
"[5,7,11,11]","['11+11+7-5','(11-5)×(11-7)']",true,6.86,0.963,7.27,2.66
"[5,7,11,13]","['(7+5)×(13-11)']",true,13.48,0.7090000000000001,10.38,5.51
"[5,7,12,12]","['12×7-12×5']",true,16.1,0.66,10.65,6.25
"[5,7,13,13]","['13+13+5-7']",true,7.6,0.941,8.01,3.25
"[5,8,8,8]","['8×5-8-8','8×8-8×5']",true,11.38,0.809,10.9,5.46
"[5,8,8,9]","['9×8/(8-5)','(9-5)×8-8']",true,7.87,0.872,8.18,3.96
"[5,8,8,10]","['(8+5-10)×8','10×8/5+8']",true,7.51,0.9159999999999999,7.97,3.42
"[5,8,8,13]","['13+8+8-5']",true,8.14,0.925,8.5,3.7
"[5,8,9,11]","['(8-5)×11-9','(9+5-11)×8','(11-8)×5+9']",true,8.44,0.897,8.73,3.84
"[5,8,9,12]","['12+9+8-5','12×8/(9-5)']",true,9.59,0.922,10.02,4.04
"[5,8,9,13]","['9×5-13-8']",true,65.12,0.363,34.82,16.79
"[5,8,10,11]","['11+10+8-5']",true,11.44,0.8759999999999999,11.19,4.87
"[5,8,10,12]","['(10+5-12)×8']",true,12.3,0.8420000000000001,11.57,5.31
"[5,8,11,12]","['(8+5-11)×12','(11+5)×12/8','(11-5)×(12-8)']",true,10.6,0.871,10.85,4.37
"[5,8,11,13]","['(11+5-13)×8','(13-5)×(11-8)']",true,8.45,0.8859999999999999,8.57,3.52
"[5,8,12,12]","['(8-5)×12-12']",true,7.86,0.753,7.04,3.77
"[5,9,9,11]","['11+9+9-5']",true,9.55,0.895,9.81,3.88
"[5,9,9,12]","['9×5-12-9','(9-5)×9-12','(12-9)×5+9']",true,15.14,0.76,13.47,6.87
"[5,9,10,10]","['10+10+9-5']",true,7.32,0.929,7.75,3.15
"[5,9,10,11]","['9×5-11-10']",true,49.16,0.426,29.23,14.1
"[5,9,10,13]","['10/5+13+9','(13-10)×5+9']",true,13.76,0.7809999999999999,12.06,6.09
"[5,9,11,13]","['(11-5)×(13-9)']",true,23.56,0.613,16.85,7.77
"[5,9,12,12]","['(9+5-12)×12','(12×9+12)/5']",true,11.15,0.8320000000000001,10.93,4.85
"[5,9,12,13]","['(13+5)×12/9','(13-5)×(12-9)']",true,21.09,0.6459999999999999,16.08,7.34
"[5,10,10,11]","['(11×10+10)/5']",true,44.17,0.41600000000000004,15.46,7.54
"[5,10,10,12]","['12×10/(10-5)','10/5+12+10']",true,9.25,0.87,9.19,3.62
"[5,10,10,13]","['(13×10-10)/5']",true,49.77,0.39,17.43,8.13
"[5,10,11,11]","['10/5+11+11']",true,7.37,0.904,7.66,2.88
"[5,10,12,13]","['(10+5-13)×12']",true,10.91,0.8340000000000001,10.46,4.53
"[5,10,13,13]","['10×5-13-13','13+13-10/5','(13-5)×(13-10)']",true,7.58,0.927,8.01,2.78
"[5,11,12,12]","['12×12/(11-5)','(12×11-12)/5']",true,9.69,0.8270000000000001,9.23,4.34
"[6,6,6,6]","['6+6+6+6','6×6-6-6']",true,4.57,0.995,4.81,1.47
"[6,6,6,8]","['(6+6)×(8-6)','(6+6-8)×6']",true,9.58,0.914,9.91,4.25
"[6,6,6,9]","['6×6×6/9','(9-6)×6+6']",true,7.64,0.899,8.15,3.98
"[6,6,6,10]","['10×6-6×6']",true,17.77,0.657,11.82,6.68
"[6,6,6,11]","['(11-6)×6-6']",true,7.35,0.888,7.65,3.55
"[6,6,6,12]","['(6+6)×12/6','(6-12/6)×6']",true,9.32,0.892,9.49,4.57
"[6,6,7,9]","['(6+6)×(9-7)','(7+6-9)×6']",true,8.38,0.9079999999999999,8.79,3.76
"[6,6,7,10]","['(10-7)×6+6']",true,8.05,0.841,8.08,4.22
"[6,6,7,11]","['11×6-7×6']",true,25.91,0.581,13.95,8.68
"[6,6,7,12]","['7×6-12-6','(12-7)×6-6']",true,10.54,0.841,10.26,4.81
"[6,6,8,8]","['8×6/(8-6)']",true,10.07,0.861,9.87,4.49
"[6,6,8,9]","['(6+6-9)×8','(8-6)×9+6']",true,8.59,0.903,8.93,3.61
"[6,6,8,10]","['(6+6)×(10-8)','(8+6-10)×6']",true,9.1,0.905,9.37,4.22
"[6,6,8,11]","['(11-8)×6+6']",true,8.98,0.8290000000000001,8.69,4.54
"[6,6,8,12]","['8×6×6/12','12×6-8×6','(8-6)×6+12','(12+6)×8/6']",true,9.86,0.907,10.17,4.36
"[6,6,8,13]","['(13-8)×6-6']",true,9.29,0.833,9.01,4.48
"[6,6,9,10]","['(9-6)×10-6','(10+6)×9/6']",true,17.62,0.7020000000000001,13.9,7.22
"[6,6,9,11]","['(6+6)×(11-9)','(9+6-11)×6']",true,8.79,0.8859999999999999,9.14,4.16
"[6,6,9,12]","['12×6/(9-6)','12×9/6+6','(12-9)×6+6']",true,7.98,0.9179999999999999,8.26,3.39
"[6,6,9,13]","['13×6-9×6']",true,31.03,0.5379999999999999,14.15,9.07
"[6,6,10,12]","['(6+6)×(12-10)','(6+6-10)×12','(10+6-12)×6','(12-6)×(10-6)']",true,7.95,0.9390000000000001,8.36,3.19
"[6,6,10,13]","['6/6+13+10','(13-10)×6+6']",true,5.97,0.938,6.5,2.71
"[6,6,11,12]","['6/6+12+11']",true,6.39,0.893,6.74,2.97
"[6,6,11,13]","['(6+6)×(13-11)','13+11+6-6','(11+6-13)×6']",true,5.81,0.9790000000000001,6.31,2.21
"[6,6,12,12]","['12+12+6-6','(12-6)×6-12']",true,5.75,0.9840000000000001,6.3,2.32
"[6,6,12,13]","['13+12-6/6']",true,7.24,0.904,7.7,3.17
"[6,7,7,10]","['(7+7-10)×6']",true,14.08,0.722,11.24,5.54
"[6,7,7,11]","['7×6-11-7']",true,50.13,0.43,28.85,15.28
"[6,7,8,9]","['8×6/(9-7)']",true,10.26,0.845,10.02,4.61
"[6,7,8,10]","['(7+6-10)×8','7×6-10-8','(8-6)×7+10']",true,8.11,0.914,8.61,3.65
"[6,7,8,11]","['(11+7)×8/6','(8+7-11)×6']",true,10.8,0.8370000000000001,10.54,5.2
"[6,7,8,12]","['(8+6)×12/7']",true,65.75,0.405,18.06,13.1
"[6,7,9,9]","['7×6-9-9','(9+7)×9/6','(9-7)×9+6']",true,12.04,0.8059999999999999,11.2,6.1
"[6,7,9,12]","['(9+7-12)×6','(9-7)×6+12']",true,10.11,0.8640000000000001,10.04,4.91
"[6,7,10,10]","['(10-7)×10-6']",true,14.86,0.703,11.18,6.19
"[6,7,10,12]","['12×7/6+10','12×7-10×6','12×6/(10-7)']",true,10.92,0.851,10.85,4.89
"[6,7,10,13]","['13+10+7-6','(13-7)×(10-6)','(10+7-13)×6']",true,7.07,0.9670000000000001,7.62,2.81
"[6,7,11,11]","['(11-6)×7-11']",true,35.8,0.47,20.51,10.45
"[6,7,11,12]","['(7+6-11)×12','12+11+7-6','(12-6)×(11-7)']",true,6.36,0.97,6.9,2.62
"[6,7,11,13]","['(13+11)×(7-6)']",true,7.6,0.9009999999999999,8.01,3.52
"[6,7,12,12]","['(12+12)×(7-6)']",true,5.58,0.958,5.95,2.03
"[6,7,12,13]","['13+12+6-7','(13-7)×6-12']",true,6.8,0.955,7.31,2.78
"[6,8,8,8]","['(8-6)×8+8']",true,7.08,0.882,7.54,3.59
"[6,8,8,9]","['9×8-8×6','(8+8)×9/6']",true,20.38,0.628,12.06,7.29
"[6,8,8,10]","['8×6/(10-8)','(10+8)×8/6','(10-6)×8-8']",true,8.37,0.91,8.83,4.04
"[6,8,8,11]","['(8+6-11)×8']",true,8.75,0.871,8.86,3.95
"[6,8,8,12]","['12×8/6+8','(8+8-12)×6']",true,11.41,0.882,11.61,5.06
"[6,8,9,9]","['(9+9)×8/6','9×8/(9-6)']",true,10.32,0.862,10.33,4.3
"[6,8,9,10]","['(10-8)×9+6']",true,17.26,0.711,13.34,7.45
"[6,8,9,11]","['8×6/(11-9)']",true,10.24,0.8440000000000001,10.15,4.86
"[6,8,9,12]","['9×8/6+12','(9+6-12)×8']",true,11.91,0.865,11.86,5.1
"[6,8,9,13]","['13+9+8-6','(9+8-13)×6']",true,8.83,0.941,9.46,3.94
"[6,8,10,11]","['(11-8)×10-6']",true,21.39,0.639,14.37,7.76
"[6,8,10,12]","['8×6/(12-10)','12+10+8-6','(10+6)×12/8','12×8/(10-6)','(10-8)×6+12']",true,6.77,0.9740000000000001,7.35,2.8
"[6,8,10,13]","['(10+6-13)×8']",true,8.65,0.865,8.73,3.87
"[6,8,11,11]","['11+11+8-6']",true,7.03,0.9420000000000001,7.56,3.11
"[6,8,11,12]","['12×6/(11-8)']",true,14.04,0.778,12.57,5.81
"[6,8,11,13]","['8×6-13-11','8×6/(13-11)']",true,9.35,0.862,9.65,4.65
"[6,8,12,12]","['(8+6-12)×12','8×6-12-12','12×8-12×6','(12-6)×(12-8)','12×12/8+6']",true,9.09,0.914,9.71,4.3
"[6,8,13,13]","['13+13+6-8']",true,7.5,0.9329999999999999,7.95,3.12
"[6,9,9,10]","['10×9/6+9']",true,76.54,0.32799999999999996,34.74,19.4
"[6,9,9,11]","['(9-6)×11-9','(11-9)×9+6']",true,10.63,0.825,9.98,5.16
"[6,9,9,12]","['12+9+9-6']",true,12.51,0.868,12.4,5.83
"[6,9,10,11]","['11+10+9-6','10×9-11×6']",true,9.99,0.915,10.29,4.13
"[6,9,10,12]","['(10-6)×9-12','(12-9)×10-6','(12-10)×9+6']",true,13.09,0.802,11.83,6.18
"[6,9,11,12]","['(11-9)×6+12']",true,13.81,0.75,11.45,6.17
"[6,9,11,13]","['(13-11)×9+6']",true,13.77,0.72,10.75,6.33
"[6,9,12,12]","['(9-6)×12-12','(12+6)×12/9','12×6/(12-9)']",true,6.97,0.893,7.53,3.73
"[6,9,12,13]","['(9+6-13)×12','(12-6)×(13-9)','12/6+13+9']",true,10.59,0.882,10.68,4.41
"[6,10,10,10]","['10+10+10-6']",true,6.51,0.9590000000000001,6.78,2.28
"[6,10,10,13]","['(13-10)×10-6']",true,15.32,0.6890000000000001,11.43,6.41
"[6,10,11,12]","['12×10/(11-6)']",true,17.58,0.6920000000000001,13.65,6.66
"[6,10,12,12]","['12/6+12+10','(12-10)×6+12']",true,10.08,0.887,10.37,4.61
"[6,10,12,13]","['12×6/(13-10)']",true,11,0.8240000000000001,10.46,4.9
"[6,11,11,12]","['12/6+11+11']",true,10.16,0.866,10.02,4.05
"[6,11,12,12]","['(12×11+12)/6']",true,71.72,0.35700000000000004,16.59,9.98
"[6,11,12,13]","['(13-11)×6+12']",true,10.69,0.802,9.84,5.1
"[6,12,12,12]","['12×12/(12-6)']",true,14.38,0.759,12.07,6.97
"[6,12,12,13]","['(13×12-12)/6']",true,65.31,0.376,15.89,9.01
"[6,12,13,13]","['13+13-12/6']",true,9.95,0.873,10,3.82
"[7,7,7,12]","['(7+7)×12/7']",true,16.45,0.645,9.38,6.22
"[7,7,8,11]","['(7+7-11)×8']",true,11.36,0.8009999999999999,10.37,4.67
"[7,7,9,10]","['(9-7)×7+10']",true,13,0.757,11.52,5.28
"[7,7,10,13]","['7/7+13+10']",true,6.88,0.899,7.2,3.18
"[7,7,11,12]","['7/7+12+11','(12-7)×7-11']",true,5.49,0.938,5.83,2.13
"[7,7,11,13]","['13+11+7-7','(13-7)×(11-7)']",true,5.87,0.977,6.42,2.37
"[7,7,12,12]","['(7+7-12)×12','12+12+7-7']",true,5.22,0.986,5.59,1.84
"[7,7,12,13]","['7×7-13-12','13+12-7/7']",true,6.26,0.9390000000000001,6.69,2.37
"[7,8,8,9]","['(9-7)×8+8']",true,7.39,0.8640000000000001,7.82,3.96
"[7,8,8,10]","['10×8-8×7']",true,21.4,0.613,12.87,8.33
"[7,8,8,11]","['(11-7)×8-8']",true,8.89,0.809,8.38,4.53
"[7,8,8,12]","['(8+7-12)×8']",true,11.16,0.831,10.67,4.69
"[7,8,8,13]","['(13+8)×8/7']",true,88.81,0.298,27.73,15.99
"[7,8,9,10]","['9×8/(10-7)']",true,12.36,0.7959999999999999,11.28,5.51
"[7,8,9,12]","['(12+9)×8/7','(9+7)×12/8']",true,43.05,0.48200000000000004,16.76,10.32
"[7,8,9,13]","['(9+7-13)×8']",true,10.33,0.8390000000000001,9.99,4.35
"[7,8,10,10]","['(10-8)×7+10']",true,11.82,0.792,11.02,5.21
"[7,8,10,11]","['(11+10)×8/7']",true,104.51,0.299,26.05,15.84
"[7,8,10,13]","['13+10+8-7']",true,8.96,0.922,9.51,4.18
"[7,8,11,12]","['12+11+8-7','12×8/(11-7)']",true,6.7,0.9620000000000001,7.16,2.69
"[7,8,11,13]","['(13+11)×(8-7)','(13-8)×7-11']",true,8.04,0.9059999999999999,8.61,3.9
"[7,8,12,12]","['(12+12)×(8-7)']",true,5.72,0.96,6.15,2.16
"[7,8,12,13]","['(8+7-13)×12','13+12+7-8','(13-7)×(12-8)']",true,6.91,0.9670000000000001,7.4,2.62
"[7,9,9,13]","['13+9+9-7']",true,10.42,0.878,10.49,4.67
"[7,9,10,11]","['(10-7)×11-9','(11-9)×7+10']",true,12.71,0.774,11.18,5.49
